Address,INS,Opcode,Category,isBranch,isControlFlow,isMemoryRead,isMemoryWrite,isCall,Read_Regsiters,Write_Registers
139705559909906,"movhpd xmm1, qword ptr [rdi+0x8]",MOVHPD,DATAXFER,0,0,1,0,0,R[3 11M ],W[124 ]
139705559909911,"movhpd xmm2, qword ptr [rsi+0x8]",MOVHPD,DATAXFER,0,0,1,0,0,R[4 12M ],W[125 ]
139705559909916,"pxor xmm0, xmm0",PXOR,LOGICAL,0,0,0,0,0,R[123 123 ],W[123 ]
139705559909920,"pcmpeqb xmm0, xmm1",PCMPEQB,SSE,0,0,0,0,0,R[123 124 ],W[123 ]
139705559909924,"pcmpeqb xmm1, xmm2",PCMPEQB,SSE,0,0,0,0,0,R[124 125 ],W[124 ]
139705559909928,"psubb xmm1, xmm0",PSUBB,SSE,0,0,0,0,0,R[124 123 ],W[124 ]
139705559909932,"pmovmskb edx, xmm1",PMOVMSKB,SSE,0,0,0,0,0,R[124 ],W[8 ]
139705559909936,"sub edx, 0xffff",SUB,BINARY,0,0,0,0,0,R[8 ],W[8 25 ]
139705559909942,"jnz 0x7f0fbc459a10",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559915024,"bsf rdx, rdx",BSF,BITBYTE,0,0,0,0,0,R[8 ],W[8 25 ]
139705559915028,"movzx ecx, byte ptr [rsi+rdx*1]",MOVZX,DATAXFER,0,0,1,0,0,R[4 8 12M ],W[9 ]
139705559915032,"movzx eax, byte ptr [rdi+rdx*1]",MOVZX,DATAXFER,0,0,1,0,0,R[3 8 11M ],W[10 ]
139705559915036,"sub eax, ecx",SUB,BINARY,0,0,0,0,0,R[10 9 ],W[10 25 ]
139705559915038,"ret ",RET_NEAR,RET,0,1,1,0,0,R[6 6M ],W[26 6 ]
139705559858073,"mov r8d, eax",MOV,DATAXFER,0,0,0,0,0,R[10 ],W[11 ]
139705559858076,"mov eax, 0x1",MOV,DATAXFER,0,0,0,0,0,R[],W[10 ]
139705559858081,"test r8d, r8d",TEST,LOGICAL,0,0,0,0,0,R[11 11 ],W[25 ]
139705559858084,"jz 0x7f0fbc44bbd5",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559858086,"mov rbx, qword ptr [rbx+0x38]",MOV,DATAXFER,0,0,1,0,0,R[7 63M ],W[7 ]
139705559858090,"test rbx, rbx",TEST,LOGICAL,0,0,0,0,0,R[7 7 ],W[25 ]
139705559858093,"jnz 0x7f0fbc44bbc1",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559858095,"jmp 0x7f0fbc44bbe0",JMP,UNCOND_BR,1,1,0,0,0,R[26 ],W[26 ]
139705559858113,"mov rsi, qword ptr [rbx]",MOV,DATAXFER,0,0,1,0,0,R[7 7M ],W[4 ]
139705559858116,"mov rdi, rbp",MOV,DATAXFER,0,0,0,0,0,R[5 ],W[3 ]
139705559858119,"call 0x7f0fbc4585f0",CALL_NEAR,CALL,0,1,0,1,1,R[26 6 ],W[26 6 6M ]
139705559858124,"test eax, eax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
139705559858126,"jnz 0x7f0fbc44bbb8",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559858128,"mov eax, 0x1",MOV,DATAXFER,0,0,0,0,0,R[],W[10 ]
139705559858133,"add rsp, 0x8",ADD,BINARY,0,0,0,0,0,R[6 ],W[6 25 ]
139705559858137,"pop rbx",POP,POP,0,0,1,0,0,R[6 6M ],W[7 6 ]
139705559858138,"pop rbp",POP,POP,0,0,1,0,0,R[6 6M ],W[5 6 ]
139705559858139,"ret ",RET_NEAR,RET,0,1,1,0,0,R[6 6M ],W[26 6 ]
139705559858104,"mov rbx, qword ptr [rbx+0x8]",MOV,DATAXFER,0,0,1,0,0,R[7 15M ],W[7 ]
139705559858108,"test rbx, rbx",TEST,LOGICAL,0,0,0,0,0,R[7 7 ],W[25 ]
139705559858111,"jz 0x7f0fbc44bbe0",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559858113,"mov rsi, qword ptr [rbx]",MOV,DATAXFER,0,0,1,0,0,R[7 7M ],W[4 ]
139705559858116,"mov rdi, rbp",MOV,DATAXFER,0,0,0,0,0,R[5 ],W[3 ]
139705559858119,"call 0x7f0fbc4585f0",CALL_NEAR,CALL,0,1,0,1,1,R[26 6 ],W[26 6 6M ]
139705559858144,"add rsp, 0x8",ADD,BINARY,0,0,0,0,0,R[6 ],W[6 25 ]
139705559858148,"xor eax, eax",XOR,LOGICAL,0,0,0,0,0,R[10 10 ],W[10 25 ]
139705559858150,"pop rbx",POP,POP,0,0,1,0,0,R[6 6M ],W[7 6 ]
139705559858151,"pop rbp",POP,POP,0,0,1,0,0,R[6 6M ],W[5 6 ]
139705559858152,"ret ",RET_NEAR,RET,0,1,1,0,0,R[6 6M ],W[26 6 ]
139705559823593,"test eax, eax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
139705559823595,"jnz 0x7f0fbc44352f",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823597,"test byte ptr [r15+0x31d], 0x1",TEST,LOGICAL,0,0,1,0,0,R[18 815M ],W[25 ]
139705559823605,"jnz 0x7f0fbc4434c0",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823607,"mov rax, qword ptr [r15+0xb0]",MOV,DATAXFER,0,0,1,0,0,R[18 194M ],W[10 ]
139705559823614,"test rax, rax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
139705559823617,"jz 0x7f0fbc4434c0",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823552,"mov r15, qword ptr [r15+0x18]",MOV,DATAXFER,0,0,1,0,0,R[18 42M ],W[18 ]
139705559823556,"test r15, r15",TEST,LOGICAL,0,0,0,0,0,R[18 18 ],W[25 ]
139705559823559,"jz 0x7f0fbc443548",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823561,"movzx eax, byte ptr [r15+0x31d]",MOVZX,DATAXFER,0,0,1,0,0,R[18 815M ],W[10 ]
139705559823569,"mov edx, eax",MOV,DATAXFER,0,0,0,0,0,R[10 ],W[8 ]
139705559823571,"shr al, 0x5",SHR,SHIFT,0,0,0,0,0,R[10 ],W[10 25 ]
139705559823574,"shr dl, 0x1",SHR,SHIFT,0,0,0,0,0,R[8 ],W[8 25 ]
139705559823576,"or eax, edx",OR,LOGICAL,0,0,0,0,0,R[10 8 ],W[10 25 ]
139705559823578,"test al, 0x1",TEST,LOGICAL,0,0,0,0,0,R[10 ],W[25 ]
139705559823580,"jnz 0x7f0fbc4434c0",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823582,"mov rsi, r15",MOV,DATAXFER,0,0,0,0,0,R[18 ],W[4 ]
139705559823585,"mov rdi, r13",MOV,DATAXFER,0,0,0,0,0,R[16 ],W[3 ]
139705559823588,"call 0x7f0fbc44bb80",CALL_NEAR,CALL,0,1,0,1,1,R[26 6 ],W[26 6 6M ]
139705559909968,"and rsi, 0xfffffffffffffff0",AND,LOGICAL,0,0,0,0,0,R[4 ],W[4 25 ]
139705559909972,"and rdi, 0xfffffffffffffff0",AND,LOGICAL,0,0,0,0,0,R[3 ],W[3 25 ]
139705559909976,"mov edx, 0xffff",MOV,DATAXFER,0,0,0,0,0,R[],W[8 ]
139705559909981,"xor r8d, r8d",XOR,LOGICAL,0,0,0,0,0,R[11 11 ],W[11 25 ]
139705559909984,"and ecx, 0xf",AND,LOGICAL,0,0,0,0,0,R[9 ],W[9 25 ]
139705559909987,"and eax, 0xf",AND,LOGICAL,0,0,0,0,0,R[10 ],W[10 25 ]
139705559909990,"cmp ecx, eax",CMP,BINARY,0,0,0,0,0,R[9 10 ],W[25 ]
139705559909992,"jz 0x7f0fbc458690",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559909994,"jnbe 0x7f0fbc458673",JNBE,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559909996,"mov r8d, edx",MOV,DATAXFER,0,0,0,0,0,R[8 ],W[11 ]
139705559909999,"xchg ecx, eax",XCHG,DATAXFER,0,0,0,0,0,R[9 10 ],W[9 10 ]
139705559910000,"xchg rdi, rsi",XCHG,DATAXFER,0,0,0,0,0,R[3 4 ],W[3 4 ]
139705559910003,"lea r9, ptr [rax+0xf]",LEA,MISC,0,0,0,0,0,R[10 ],W[12 ]
139705559910007,"sub r9, rcx",SUB,BINARY,0,0,0,0,0,R[12 9 ],W[12 25 ]
139705559910010,"lea r10, ptr [rip+0x58c7]",LEA,MISC,0,0,0,0,0,R[26 ],W[13 ]
139705559910017,"movsxd r9, dword ptr [r10+r9*4]",MOVSXD,DATAXFER,0,0,1,0,0,R[13 12 61M ],W[12 ]
139705559910021,"lea r10, ptr [r10+r9*1]",LEA,MISC,0,0,0,0,0,R[13 12 ],W[13 ]
139705559910025,"jmp r10",JMP,UNCOND_BR,1,1,0,0,0,R[13 ],W[26 ]
139705559914672,"pxor xmm0, xmm0",PXOR,LOGICAL,0,0,0,0,0,R[123 123 ],W[123 ]
139705559914676,"movdqa xmm2, xmmword ptr [rdi]",MOVDQA,DATAXFER,0,0,1,0,0,R[3 3M ],W[125 ]
139705559914680,"movdqa xmm1, xmmword ptr [rsi]",MOVDQA,DATAXFER,0,0,1,0,0,R[4 4M ],W[124 ]
139705559914684,"pcmpeqb xmm0, xmm1",PCMPEQB,SSE,0,0,0,0,0,R[123 124 ],W[123 ]
139705559914688,"pslldq xmm2, 0x1",PSLLDQ,SSE,0,0,0,0,0,R[125 ],W[125 ]
139705559914693,"pcmpeqb xmm2, xmm1",PCMPEQB,SSE,0,0,0,0,0,R[125 124 ],W[125 ]
139705559914697,"psubb xmm2, xmm0",PSUBB,SSE,0,0,0,0,0,R[125 123 ],W[125 ]
139705559914701,"pmovmskb r9d, xmm2",PMOVMSKB,SSE,0,0,0,0,0,R[125 ],W[12 ]
139705559914706,"shr edx, cl",SHR,SHIFT,0,0,0,0,0,R[8 9 ],W[8 25 ]
139705559914708,"shr r9d, cl",SHR,SHIFT,0,0,0,0,0,R[12 9 ],W[12 25 ]
139705559914711,"sub edx, r9d",SUB,BINARY,0,0,0,0,0,R[8 12 ],W[8 25 ]
139705559914714,"jnz 0x7f0fbc4599f5",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559914720,"movdqa xmm3, xmmword ptr [rdi]",MOVDQA,DATAXFER,0,0,1,0,0,R[3 3M ],W[126 ]
139705559914724,"pxor xmm0, xmm0",PXOR,LOGICAL,0,0,0,0,0,R[123 123 ],W[123 ]
139705559914728,"mov rcx, 0x10",MOV,DATAXFER,0,0,0,0,0,R[],W[9 ]
139705559914735,"mov r9d, 0xf",MOV,DATAXFER,0,0,0,0,0,R[],W[12 ]
139705559914741,"lea r10, ptr [rdi+0xf]",LEA,MISC,0,0,0,0,0,R[3 ],W[13 ]
139705559914745,"and r10, 0xfff",AND,LOGICAL,0,0,0,0,0,R[13 ],W[13 25 ]
139705559914752,"sub r10, 0x1000",SUB,BINARY,0,0,0,0,0,R[13 ],W[13 25 ]
139705559914759,"nop word ptr [rax+rax*1], ax",NOP,WIDENOP,0,0,0,0,0,R[10 10 10 ],W[]
139705559914768,"add r10, 0x10",ADD,BINARY,0,0,0,0,0,R[13 ],W[13 25 ]
139705559914772,"jnle 0x7f0fbc4599b0",JNLE,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559914778,"movdqa xmm1, xmmword ptr [rsi+rcx*1]",MOVDQA,DATAXFER,0,0,1,0,0,R[4 9 13M ],W[124 ]
139705559914783,"movdqa xmm2, xmmword ptr [rdi+rcx*1]",MOVDQA,DATAXFER,0,0,1,0,0,R[3 9 12M ],W[125 ]
139705559914788,"movdqa xmm4, xmm2",MOVDQA,DATAXFER,0,0,0,0,0,R[125 ],W[127 ]
139705559914792,"psrldq xmm3, 0xf",PSRLDQ,SSE,0,0,0,0,0,R[126 ],W[126 ]
139705559914797,"pslldq xmm2, 0x1",PSLLDQ,SSE,0,0,0,0,0,R[125 ],W[125 ]
139705559914802,"por xmm2, xmm3",POR,LOGICAL,0,0,0,0,0,R[125 126 ],W[125 ]
139705559914806,"pcmpeqb xmm0, xmm1",PCMPEQB,SSE,0,0,0,0,0,R[123 124 ],W[123 ]
139705559914810,"pcmpeqb xmm1, xmm2",PCMPEQB,SSE,0,0,0,0,0,R[124 125 ],W[124 ]
139705559914814,"psubb xmm1, xmm0",PSUBB,SSE,0,0,0,0,0,R[124 123 ],W[124 ]
139705559914818,"pmovmskb edx, xmm1",PMOVMSKB,SSE,0,0,0,0,0,R[124 ],W[8 ]
139705559914822,"sub edx, 0xffff",SUB,BINARY,0,0,0,0,0,R[8 ],W[8 25 ]
139705559914828,"jnz 0x7f0fbc4599f0",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559914997,"lea rdi, ptr [rdi+rax*1]",LEA,MISC,0,0,0,0,0,R[3 10 ],W[3 ]
139705559915001,"lea rsi, ptr [rsi+rcx*1]",LEA,MISC,0,0,0,0,0,R[4 9 ],W[4 ]
139705559915005,"test r8d, r8d",TEST,LOGICAL,0,0,0,0,0,R[11 11 ],W[25 ]
139705559915008,"jz 0x7f0fbc459a10",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559915010,"xchg rdi, rsi",XCHG,DATAXFER,0,0,0,0,0,R[3 4 ],W[3 4 ]
139705559915013,"nop word ptr [rax+rax*1], ax",NOP,WIDENOP,0,0,0,0,0,R[10 10 10 ],W[]
139705559915024,"bsf rdx, rdx",BSF,BITBYTE,0,0,0,0,0,R[8 ],W[8 25 ]
139705559915028,"movzx ecx, byte ptr [rsi+rdx*1]",MOVZX,DATAXFER,0,0,1,0,0,R[4 8 12M ],W[9 ]
139705559915032,"movzx eax, byte ptr [rdi+rdx*1]",MOVZX,DATAXFER,0,0,1,0,0,R[3 8 11M ],W[10 ]
139705559915036,"sub eax, ecx",SUB,BINARY,0,0,0,0,0,R[10 9 ],W[10 25 ]
139705559915038,"ret ",RET_NEAR,RET,0,1,1,0,0,R[6 6M ],W[26 6 ]
139705559823619,"mov rdx, qword ptr [r15+0x68]",MOV,DATAXFER,0,0,1,0,0,R[18 122M ],W[8 ]
139705559823623,"mov rsi, qword ptr [rax+0x8]",MOV,DATAXFER,0,0,1,0,0,R[10 18M ],W[4 ]
139705559823627,"mov rdi, r13",MOV,DATAXFER,0,0,0,0,0,R[16 ],W[3 ]
139705559823630,"add rsi, qword ptr [rdx+0x8]",ADD,BINARY,0,0,1,0,0,R[4 8 16M ],W[4 25 ]
139705559823634,"call 0x7f0fbc4585f0",CALL_NEAR,CALL,0,1,0,1,1,R[26 6 ],W[26 6 6M ]
139705559823639,"test eax, eax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
139705559823641,"jnz 0x7f0fbc4434c0",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823643,"mov rdi, qword ptr [r15+0x38]",MOV,DATAXFER,0,0,1,0,0,R[18 74M ],W[3 ]
139705559823647,"mov rsi, r13",MOV,DATAXFER,0,0,0,0,0,R[16 ],W[4 ]
139705559823650,"call 0x7f0fbc43fcd0",CALL_NEAR,CALL,0,1,0,1,1,R[26 6 ],W[26 6 6M ]
139705559912432,"pxor xmm0, xmm0",PXOR,LOGICAL,0,0,0,0,0,R[123 123 ],W[123 ]
139705559912436,"movdqa xmm2, xmmword ptr [rdi]",MOVDQA,DATAXFER,0,0,1,0,0,R[3 3M ],W[125 ]
139705559912440,"movdqa xmm1, xmmword ptr [rsi]",MOVDQA,DATAXFER,0,0,1,0,0,R[4 4M ],W[124 ]
139705559912444,"pcmpeqb xmm0, xmm1",PCMPEQB,SSE,0,0,0,0,0,R[123 124 ],W[123 ]
139705559912448,"pslldq xmm2, 0x8",PSLLDQ,SSE,0,0,0,0,0,R[125 ],W[125 ]
139705559912453,"pcmpeqb xmm2, xmm1",PCMPEQB,SSE,0,0,0,0,0,R[125 124 ],W[125 ]
139705559912457,"psubb xmm2, xmm0",PSUBB,SSE,0,0,0,0,0,R[125 123 ],W[125 ]
139705559912461,"pmovmskb r9d, xmm2",PMOVMSKB,SSE,0,0,0,0,0,R[125 ],W[12 ]
139705559912466,"shr edx, cl",SHR,SHIFT,0,0,0,0,0,R[8 9 ],W[8 25 ]
139705559912468,"shr r9d, cl",SHR,SHIFT,0,0,0,0,0,R[12 9 ],W[12 25 ]
139705559912471,"sub edx, r9d",SUB,BINARY,0,0,0,0,0,R[8 12 ],W[8 25 ]
139705559912474,"jnz 0x7f0fbc4599f5",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559912480,"movdqa xmm3, xmmword ptr [rdi]",MOVDQA,DATAXFER,0,0,1,0,0,R[3 3M ],W[126 ]
139705559912484,"pxor xmm0, xmm0",PXOR,LOGICAL,0,0,0,0,0,R[123 123 ],W[123 ]
139705559912488,"mov rcx, 0x10",MOV,DATAXFER,0,0,0,0,0,R[],W[9 ]
139705559912495,"mov r9d, 0x8",MOV,DATAXFER,0,0,0,0,0,R[],W[12 ]
139705559912501,"lea r10, ptr [rdi+0x8]",LEA,MISC,0,0,0,0,0,R[3 ],W[13 ]
139705559912505,"and r10, 0xfff",AND,LOGICAL,0,0,0,0,0,R[13 ],W[13 25 ]
139705559912512,"sub r10, 0x1000",SUB,BINARY,0,0,0,0,0,R[13 ],W[13 25 ]
139705559912519,"nop word ptr [rax+rax*1], ax",NOP,WIDENOP,0,0,0,0,0,R[10 10 10 ],W[]
139705559912528,"add r10, 0x10",ADD,BINARY,0,0,0,0,0,R[13 ],W[13 25 ]
139705559912532,"jnle 0x7f0fbc4590f0",JNLE,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559912538,"movdqa xmm1, xmmword ptr [rsi+rcx*1]",MOVDQA,DATAXFER,0,0,1,0,0,R[4 9 13M ],W[124 ]
139705559912543,"movdqa xmm2, xmmword ptr [rdi+rcx*1]",MOVDQA,DATAXFER,0,0,1,0,0,R[3 9 12M ],W[125 ]
139705559912548,"movdqa xmm4, xmm2",MOVDQA,DATAXFER,0,0,0,0,0,R[125 ],W[127 ]
139705559912552,"psrldq xmm3, 0x8",PSRLDQ,SSE,0,0,0,0,0,R[126 ],W[126 ]
139705559912557,"pslldq xmm2, 0x8",PSLLDQ,SSE,0,0,0,0,0,R[125 ],W[125 ]
139705559912562,"por xmm2, xmm3",POR,LOGICAL,0,0,0,0,0,R[125 126 ],W[125 ]
139705559912566,"pcmpeqb xmm0, xmm1",PCMPEQB,SSE,0,0,0,0,0,R[123 124 ],W[123 ]
139705559912570,"pcmpeqb xmm1, xmm2",PCMPEQB,SSE,0,0,0,0,0,R[124 125 ],W[124 ]
139705559912574,"psubb xmm1, xmm0",PSUBB,SSE,0,0,0,0,0,R[124 123 ],W[124 ]
139705559912578,"pmovmskb edx, xmm1",PMOVMSKB,SSE,0,0,0,0,0,R[124 ],W[8 ]
139705559912582,"sub edx, 0xffff",SUB,BINARY,0,0,0,0,0,R[8 ],W[8 25 ]
139705559912588,"jnz 0x7f0fbc4599f0",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823688,"mov eax, ebx",MOV,DATAXFER,0,0,0,0,0,R[7 ],W[10 ]
139705559823690,"mov edx, dword ptr [rip+0x230d0]",MOV,DATAXFER,0,0,1,0,0,R[26 143594M ],W[8 ]
139705559823696,"and eax, 0x10000000",AND,LOGICAL,0,0,0,0,0,R[10 ],W[10 25 ]
139705559823701,"mov dword ptr [rsp+0x20], eax",MOV,DATAXFER,0,0,0,1,0,R[6 10 ],W[38M ]
139705559823705,"test dl, 0x40",TEST,LOGICAL,0,0,0,0,0,R[8 ],W[25 ]
139705559823708,"jnz 0x7f0fbc4439e7",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823714,"mov qword ptr [rsp+0x8], 0x0",MOV,DATAXFER,0,0,0,1,0,R[6 ],W[14M ]
139705559823723,"mov r10d, dword ptr [rip+0x232be]",MOV,DATAXFER,0,0,1,0,0,R[26 144088M ],W[13 ]
139705559823730,"test r10d, r10d",TEST,LOGICAL,0,0,0,0,0,R[13 13 ],W[25 ]
139705559823733,"jnz 0x7f0fbc443aed",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
139705559823739,"mov esi, 0x2f",MOV,DATAXFER,0,0,0,0,0,R[],W[4 ]
139705559823744,"mov rdi, r13",MOV,DATAXFER,0,0,0,0,0,R[16 ],W[3 ]
139705559823747,"mov byte ptr [rsp+0x4f], 0x0",MOV,DATAXFER,0,0,0,1,0,R[6 ],W[85M ]
139705559823752,"call 0x7f0fbc45bbe0",CALL_NEAR,CALL,0,1,0,1,1,R[26 6 ],W[26 6 6M ]
139705559823757,"test rax, rax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
139705559823760,"jz 0x7f0fbc443732",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
