Address,INS,Opcode,Category,isBranch,isControlFlow,isMemoryRead,isMemoryWrite,isCall,Read_Regsiters,Write_Registers
140399714452220,"mov byte ptr [r14+0x31c], bpl",MOV,DATAXFER,0,0,0,1,0,R[17 5 ],W[813M ]
140399714452227,"test byte ptr [rip+0x20317], 0x1",TEST,LOGICAL,0,0,1,0,0,R[26 131889M ],W[25 ]
140399714452234,"jz 0x7fb15b1b44f0",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452191,"lea rdx, ptr [rax+r13*1]",LEA,MISC,0,0,0,0,0,R[10 16 ],W[8 ]
140399714452195,"movzx eax, byte ptr [r14+0x31c]",MOVZX,DATAXFER,0,0,1,0,0,R[17 813M ],W[10 ]
140399714452203,"movzx ebp, byte ptr [rsp+0x28]",MOVZX,DATAXFER,0,0,1,0,0,R[6 46M ],W[5 ]
140399714452208,"mov qword ptr [r14+0x8], rdx",MOV,DATAXFER,0,0,0,1,0,R[17 8 ],W[25M ]
140399714452212,"and ebp, 0x3",AND,LOGICAL,0,0,0,0,0,R[5 ],W[5 25 ]
140399714452215,"and eax, 0xfffffffc",AND,LOGICAL,0,0,0,0,0,R[10 ],W[10 25 ]
140399714452218,"or ebp, eax",OR,LOGICAL,0,0,0,0,0,R[5 10 ],W[5 25 ]
140399714452220,"mov byte ptr [r14+0x31c], bpl",MOV,DATAXFER,0,0,0,1,0,R[17 5 ],W[813M ]
140399714452227,"test byte ptr [rip+0x20317], 0x1",TEST,LOGICAL,0,0,1,0,0,R[26 131889M ],W[25 ]
140399714452234,"jz 0x7fb15b1b44f0",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452240,"mov qword ptr [r14+0x2e0], r12",MOV,DATAXFER,0,0,0,1,0,R[17 15 ],W[753M ]
140399714452247,"mov qword ptr [r14+0x30], rbx",MOV,DATAXFER,0,0,0,1,0,R[17 7 ],W[65M ]
140399714452251,"test r15d, r15d",TEST,LOGICAL,0,0,0,0,0,R[18 18 ],W[25 ]
140399714452254,"jz 0x7fb15b1b435c",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452256,"lea rax, ptr [rip+0x216c1]",LEA,MISC,0,0,0,0,0,R[26 ],W[10 ]
140399714452263,"cmp r14, rax",CMP,BINARY,0,0,0,0,0,R[17 10 ],W[25 ]
140399714452266,"jz 0x7fb15b1b4540",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452720,"mov dword ptr [r14+0x3dc], 0x1",MOV,DATAXFER,0,0,0,1,0,R[17 ],W[1005M ]
140399714452731,"jmp 0x7fb15b1b4310",JMP,UNCOND_BR,1,1,0,0,0,R[26 ],W[26 ]
140399714452240,"mov qword ptr [r14+0x2e0], r12",MOV,DATAXFER,0,0,0,1,0,R[17 15 ],W[753M ]
140399714452247,"mov qword ptr [r14+0x30], rbx",MOV,DATAXFER,0,0,0,1,0,R[17 7 ],W[65M ]
140399714452251,"test r15d, r15d",TEST,LOGICAL,0,0,0,0,0,R[18 18 ],W[25 ]
140399714452254,"jz 0x7fb15b1b435c",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452256,"lea rax, ptr [rip+0x216c1]",LEA,MISC,0,0,0,0,0,R[26 ],W[10 ]
140399714452263,"cmp r14, rax",CMP,BINARY,0,0,0,0,0,R[17 10 ],W[25 ]
140399714452266,"jz 0x7fb15b1b4540",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452272,"lea edx, ptr [r15-0x1]",LEA,MISC,0,0,0,0,0,R[18 ],W[8 ]
140399714452276,"lea rax, ptr [r14+0x480]",LEA,MISC,0,0,0,0,0,R[17 ],W[10 ]
140399714452283,"shl rdx, 0x4",SHL,SHIFT,0,0,0,0,0,R[8 ],W[8 25 ]
140399714452287,"lea rdx, ptr [r14+rdx*1+0x490]",LEA,MISC,0,0,0,0,0,R[17 8 ],W[8 ]
140399714452295,"nop word ptr [rax+rax*1], ax",NOP,WIDENOP,0,0,0,0,0,R[10 10 10 ],W[]
140399714452304,"mov qword ptr [rax], r14",MOV,DATAXFER,0,0,0,1,0,R[10 17 ],W[10M ]
140399714452307,"add rax, 0x10",ADD,BINARY,0,0,0,0,0,R[10 ],W[10 25 ]
140399714452311,"cmp rdx, rax",CMP,BINARY,0,0,0,0,0,R[8 10 ],W[25 ]
140399714452314,"jnz 0x7fb15b1b4350",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452304,"mov qword ptr [rax], r14",MOV,DATAXFER,0,0,0,1,0,R[10 17 ],W[10M ]
140399714452307,"add rax, 0x10",ADD,BINARY,0,0,0,0,0,R[10 ],W[10 25 ]
140399714452311,"cmp rdx, rax",CMP,BINARY,0,0,0,0,0,R[8 10 ],W[25 ]
140399714452314,"jnz 0x7fb15b1b4350",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452316,"lea rax, ptr [rbx+rbx*8]",LEA,MISC,0,0,0,0,0,R[7 7 ],W[10 ]
140399714452320,"lea rdx, ptr [rip+0x20cf9]",LEA,MISC,0,0,0,0,0,R[26 ],W[8 ]
140399714452327,"mov qword ptr [r14+0x388], 0x4",MOV,DATAXFER,0,0,0,1,0,R[17 ],W[921M ]
140399714452338,"shl rax, 0x4",SHL,SHIFT,0,0,0,0,0,R[10 ],W[10 25 ]
140399714452342,"lea rdi, ptr [r14+0x368]",LEA,MISC,0,0,0,0,0,R[17 ],W[3 ]
140399714452349,"mov rax, qword ptr [rdx+rax*1]",MOV,DATAXFER,0,0,1,0,0,R[8 10 18M ],W[10 ]
140399714452353,"mov qword ptr [r14+0x390], rdi",MOV,DATAXFER,0,0,0,1,0,R[17 3 ],W[929M ]
140399714452360,"test rax, rax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
140399714452363,"jz 0x7fb15b1b4528",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452369,"lea rdx, ptr [rax+0x2c0]",LEA,MISC,0,0,0,0,0,R[10 ],W[8 ]
140399714452376,"mov qword ptr [r14+0x368], rdx",MOV,DATAXFER,0,0,0,1,0,R[17 8 ],W[889M ]
140399714452383,"test r12, r12",TEST,LOGICAL,0,0,0,0,0,R[15 15 ],W[25 ]
140399714452386,"jz 0x7fb15b1b4500",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452776,"xor edx, edx",XOR,LOGICAL,0,0,0,0,0,R[8 8 ],W[8 25 ]
140399714452778,"test r12, r12",TEST,LOGICAL,0,0,0,0,0,R[15 15 ],W[25 ]
140399714452781,"jnz 0x7fb15b1b43b0",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452787,"mov rax, r14",MOV,DATAXFER,0,0,0,0,0,R[17 ],W[10 ]
140399714452790,"jmp 0x7fb15b1b43c8",JMP,UNCOND_BR,1,1,0,0,0,R[26 ],W[26 ]
140399714452424,"add rax, 0x2c0",ADD,BINARY,0,0,0,0,0,R[10 ],W[10 25 ]
140399714452430,"mov qword ptr [rdi], rax",MOV,DATAXFER,0,0,0,1,0,R[3 10 ],W[3M ]
140399714452433,"lea rax, ptr [r14+0x2c0]",LEA,MISC,0,0,0,0,0,R[17 ],W[10 ]
140399714452440,"test sil, sil",TEST,LOGICAL,0,0,0,0,0,R[4 4 ],W[25 ]
140399714452443,"mov byte ptr [rsp+0x28], sil",MOV,DATAXFER,0,0,0,1,0,R[6 4 ],W[46M ]
140399714452448,"mov qword ptr [r14+0x398], rax",MOV,DATAXFER,0,0,0,1,0,R[17 10 ],W[937M ]
140399714452455,"jz 0x7fb15b1b44d5",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714452461,"mov rdi, qword ptr [rsp+0x8]",MOV,DATAXFER,0,0,1,0,0,R[6 14M ],W[3 ]
140399714452466,"xor ebp, ebp",XOR,LOGICAL,0,0,0,0,0,R[5 5 ],W[5 25 ]
140399714452468,"call 0x7fb15b1c9e10",CALL_NEAR,CALL,0,1,0,1,1,R[26 6 ],W[26 6 6M ]
140399714452693,"add rsp, 0x38",ADD,BINARY,0,0,0,0,0,R[6 ],W[6 25 ]
140399714452697,"mov rax, r14",MOV,DATAXFER,0,0,0,0,0,R[17 ],W[10 ]
140399714452700,"pop rbx",POP,POP,0,0,1,0,0,R[6 6M ],W[7 6 ]
140399714452701,"pop rbp",POP,POP,0,0,1,0,0,R[6 6M ],W[5 6 ]
140399714452702,"pop r12",POP,POP,0,0,1,0,0,R[6 6M ],W[15 6 ]
140399714452704,"pop r13",POP,POP,0,0,1,0,0,R[6 6M ],W[16 6 ]
140399714452706,"pop r14",POP,POP,0,0,1,0,0,R[6 6M ],W[17 6 ]
140399714452708,"pop r15",POP,POP,0,0,1,0,0,R[6 6M ],W[18 6 ]
140399714452710,"ret ",RET_NEAR,RET,0,1,1,0,0,R[6 6M ],W[26 6 ]
140399714409775,"mov r15, rax",MOV,DATAXFER,0,0,0,0,0,R[10 ],W[18 ]
140399714409778,"test rax, rax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
140399714409781,"jz 0x7fb15b1abf9b",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714409787,"mov qword ptr [rax+0x2a8], r12",MOV,DATAXFER,0,0,0,1,0,R[10 15 ],W[690M ]
140399714409794,"movzx eax, word ptr [rbp-0x1b0]",MOVZX,DATAXFER,0,0,1,0,0,R[5 -427M ],W[10 ]
140399714409801,"xor esi, esi",XOR,LOGICAL,0,0,0,0,0,R[4 4 ],W[4 25 ]
140399714409803,"mov rdi, r15",MOV,DATAXFER,0,0,0,0,0,R[18 ],W[3 ]
140399714409806,"mov word ptr [r15+0x2b8], ax",MOV,DATAXFER,0,0,0,1,0,R[18 10 ],W[714M ]
140399714409814,"mov rax, qword ptr [r13]",MOV,DATAXFER,0,0,1,0,0,R[16 16M ],W[10 ]
140399714409818,"mov qword ptr [r15+0x2b0], rax",MOV,DATAXFER,0,0,0,1,0,R[18 10 ],W[706M ]
140399714409825,"call 0x7fb15b1b4160",CALL_NEAR,CALL,0,1,0,1,1,R[26 6 ],W[26 6 6M ]
140399714451808,"nop edx, edi",NOP,WIDENOP,0,0,0,0,0,R[8 3 ],W[]
140399714451812,"push r12",PUSH,PUSH,0,0,0,1,0,R[15 6 ],W[6 6M ]
140399714451814,"lea r12, ptr [rip+0x20ef3]",LEA,MISC,0,0,0,0,0,R[26 ],W[15 ]
140399714451821,"push rbp",PUSH,PUSH,0,0,0,1,0,R[5 6 ],W[6 6M ]
140399714451822,"mov rbp, rdi",MOV,DATAXFER,0,0,0,0,0,R[3 ],W[5 ]
140399714451825,"lea rdi, ptr [r12+0x930]",LEA,MISC,0,0,0,0,0,R[15 ],W[3 ]
140399714451833,"push rbx",PUSH,PUSH,0,0,0,1,0,R[7 6 ],W[6 6M ]
140399714451834,"mov rbx, rsi",MOV,DATAXFER,0,0,0,0,0,R[4 ],W[7 ]
140399714451837,"call qword ptr [rip+0x21de5]",CALL_NEAR,CALL,0,1,1,1,1,R[26 26 6 138751M ],W[26 6 6M ]
140399714402640,"nop edx, edi",NOP,WIDENOP,0,0,0,0,0,R[8 3 ],W[]
140399714402644,"add dword ptr [rdi+0x4], 0x1",ADD,BINARY,0,0,1,1,0,R[3 7M ],W[25 7M ]
140399714402648,"ret ",RET_NEAR,RET,0,1,1,0,0,R[6 6M ],W[26 6 ]
140399714451843,"lea rdx, ptr [rbx+rbx*8]",LEA,MISC,0,0,0,0,0,R[7 7 ],W[8 ]
140399714451847,"shl rdx, 0x4",SHL,SHIFT,0,0,0,0,0,R[8 ],W[8 25 ]
140399714451851,"add rdx, r12",ADD,BINARY,0,0,0,0,0,R[8 15 ],W[8 25 ]
140399714451854,"mov rax, qword ptr [rdx]",MOV,DATAXFER,0,0,1,0,0,R[8 8M ],W[10 ]
140399714451857,"test rax, rax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
140399714451860,"jz 0x7fb15b1b41f0",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714451862,"nop word ptr [rax+rax*1], ax",NOP,WIDENOP,0,0,0,0,0,R[10 10 10 ],W[]
140399714451872,"mov rdx, rax",MOV,DATAXFER,0,0,0,0,0,R[10 ],W[8 ]
140399714451875,"mov rax, qword ptr [rax+0x18]",MOV,DATAXFER,0,0,1,0,0,R[10 34M ],W[10 ]
140399714451879,"test rax, rax",TEST,LOGICAL,0,0,0,0,0,R[10 10 ],W[25 ]
140399714451882,"jnz 0x7fb15b1b41a0",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714451884,"mov qword ptr [rbp+0x20], rdx",MOV,DATAXFER,0,0,0,1,0,R[5 8 ],W[37M ]
140399714451888,"mov qword ptr [rdx+0x18], rbp",MOV,DATAXFER,0,0,0,1,0,R[8 5 ],W[32M ]
140399714451892,"lea rax, ptr [rbx+rbx*8]",LEA,MISC,0,0,0,0,0,R[7 7 ],W[10 ]
140399714451896,"lea rdi, ptr [rip+0x217d1]",LEA,MISC,0,0,0,0,0,R[26 ],W[3 ]
140399714451903,"pop rbx",POP,POP,0,0,1,0,0,R[6 6M ],W[7 6 ]
140399714451904,"shl rax, 0x4",SHL,SHIFT,0,0,0,0,0,R[10 ],W[10 25 ]
140399714451908,"add dword ptr [r12+rax*1+0x8], 0x1",ADD,BINARY,0,0,1,1,0,R[15 10 33M ],W[25 33M ]
140399714451914,"mov rax, qword ptr [rip+0x217e7]",MOV,DATAXFER,0,0,1,0,0,R[26 137217M ],W[10 ]
140399714451921,"mov qword ptr [rbp+0x478], rax",MOV,DATAXFER,0,0,0,1,0,R[5 10 ],W[1149M ]
140399714451928,"add rax, 0x1",ADD,BINARY,0,0,0,0,0,R[10 ],W[10 25 ]
140399714451932,"pop rbp",POP,POP,0,0,1,0,0,R[6 6M ],W[5 6 ]
140399714451933,"mov qword ptr [rip+0x217d4], rax",MOV,DATAXFER,0,0,0,1,0,R[26 10 ],W[137198M ]
140399714451940,"pop r12",POP,POP,0,0,1,0,0,R[6 6M ],W[15 6 ]
140399714451942,"jmp qword ptr [rip+0x21d84]",JMP,UNCOND_BR,1,1,1,0,0,R[26 138654M ],W[26 ]
140399714451952,"mov qword ptr [rdx], rbp",MOV,DATAXFER,0,0,0,1,0,R[8 5 ],W[8M ]
140399714451955,"jmp 0x7fb15b1b41b4",JMP,UNCOND_BR,1,1,0,0,0,R[26 ],W[26 ]
140399714451892,"lea rax, ptr [rbx+rbx*8]",LEA,MISC,0,0,0,0,0,R[7 7 ],W[10 ]
140399714451896,"lea rdi, ptr [rip+0x217d1]",LEA,MISC,0,0,0,0,0,R[26 ],W[3 ]
140399714451903,"pop rbx",POP,POP,0,0,1,0,0,R[6 6M ],W[7 6 ]
140399714451904,"shl rax, 0x4",SHL,SHIFT,0,0,0,0,0,R[10 ],W[10 25 ]
140399714451908,"add dword ptr [r12+rax*1+0x8], 0x1",ADD,BINARY,0,0,1,1,0,R[15 10 33M ],W[25 33M ]
140399714451914,"mov rax, qword ptr [rip+0x217e7]",MOV,DATAXFER,0,0,1,0,0,R[26 137217M ],W[10 ]
140399714451921,"mov qword ptr [rbp+0x478], rax",MOV,DATAXFER,0,0,0,1,0,R[5 10 ],W[1149M ]
140399714451928,"add rax, 0x1",ADD,BINARY,0,0,0,0,0,R[10 ],W[10 25 ]
140399714451932,"pop rbp",POP,POP,0,0,1,0,0,R[6 6M ],W[5 6 ]
140399714451933,"mov qword ptr [rip+0x217d4], rax",MOV,DATAXFER,0,0,0,1,0,R[26 10 ],W[137198M ]
140399714451940,"pop r12",POP,POP,0,0,1,0,0,R[6 6M ],W[15 6 ]
140399714451942,"jmp qword ptr [rip+0x21d84]",JMP,UNCOND_BR,1,1,1,0,0,R[26 138654M ],W[26 ]
140399714402656,"nop edx, edi",NOP,WIDENOP,0,0,0,0,0,R[8 3 ],W[]
140399714402660,"sub dword ptr [rdi+0x4], 0x1",SUB,BINARY,0,0,1,1,0,R[3 7M ],W[25 7M ]
140399714402664,"ret ",RET_NEAR,RET,0,1,1,0,0,R[6 6M ],W[26 6 ]
140399714409830,"cmp qword ptr [rip+0x2b2f3], r15",CMP,BINARY,0,0,1,0,0,R[26 18 176909M ],W[25 ]
140399714409837,"jnz 0x7fb15b1abfba",JNZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714409843,"mov byte ptr [rbp-0x1a0], 0x0",MOV,DATAXFER,0,0,0,1,0,R[5 ],W[-411M ]
140399714409850,"mov edx, dword ptr [rbp-0x1b0]",MOV,DATAXFER,0,0,1,0,0,R[5 -427M ],W[8 ]
140399714409856,"movdqa xmm0, xmmword ptr [rip+0x25fa8]",MOVDQA,DATAXFER,0,0,1,0,0,R[26 155586M ],W[123 ]
140399714409864,"mov qword ptr [r15+0x360], 0x0",MOV,DATAXFER,0,0,0,1,0,R[18 ],W[882M ]
140399714409875,"add dword ptr [r15+0x318], 0x1",ADD,BINARY,0,0,1,1,0,R[18 810M ],W[25 810M ]
140399714409883,"lea rax, ptr [rdx*8]",LEA,MISC,0,0,0,0,0,R[8 ],W[10 ]
140399714409891,"movups xmmword ptr [r15+0x350], xmm0",MOVUPS,DATAXFER,0,0,0,1,0,R[18 123 ],W[866M ]
140399714409899,"sub rax, rdx",SUB,BINARY,0,0,0,0,0,R[10 8 ],W[10 25 ]
140399714409902,"lea rax, ptr [r12+rax*8]",LEA,MISC,0,0,0,0,0,R[15 10 ],W[10 ]
140399714409906,"mov qword ptr [rbp-0x1d8], rax",MOV,DATAXFER,0,0,0,1,0,R[5 10 ],W[-467M ]
140399714409913,"cmp r12, rax",CMP,BINARY,0,0,0,0,0,R[15 10 ],W[25 ]
140399714409916,"jnb 0x7fb15b1aad69",JNB,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714409922,"mov rax, qword ptr [rip+0x2a86f]",MOV,DATAXFER,0,0,1,0,0,R[26 174217M ],W[10 ]
140399714409929,"xor r13d, r13d",XOR,LOGICAL,0,0,0,0,0,R[16 16 ],W[16 25 ]
140399714409932,"mov rbx, r12",MOV,DATAXFER,0,0,0,0,0,R[15 ],W[7 ]
140399714409935,"mov r9, r12",MOV,DATAXFER,0,0,0,0,0,R[15 ],W[12 ]
140399714409938,"mov qword ptr [rbp-0x1e8], r14",MOV,DATAXFER,0,0,0,1,0,R[5 17 ],W[-483M ]
140399714409945,"lea r11, ptr [rip+0x2c270]",LEA,MISC,0,0,0,0,0,R[26 ],W[14 ]
140399714409952,"mov r14d, r13d",MOV,DATAXFER,0,0,0,0,0,R[16 ],W[17 ]
140399714409955,"neg rax",NEG,BINARY,0,0,0,0,0,R[10 ],W[10 25 ]
140399714409958,"mov qword ptr [rbp-0x1b8], rax",MOV,DATAXFER,0,0,0,1,0,R[5 10 ],W[-435M ]
140399714409965,"lea rax, ptr [rip+0x2126c]",LEA,MISC,0,0,0,0,0,R[26 ],W[10 ]
140399714409972,"mov edx, dword ptr [rbx]",MOV,DATAXFER,0,0,1,0,0,R[7 7M ],W[8 ]
140399714409974,"cmp edx, 0x7",CMP,BINARY,0,0,0,0,0,R[8 ],W[25 ]
140399714409977,"jnbe 0x7fb15b1aa848",JNBE,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714409983,"test edx, edx",TEST,LOGICAL,0,0,0,0,0,R[8 8 ],W[25 ]
140399714409985,"jz 0x7fb15b1a9e35",JZ,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714409987,"cmp edx, 0x7",CMP,BINARY,0,0,0,0,0,R[8 ],W[25 ]
140399714409990,"jnbe 0x7fb15b1a9e35",JNBE,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714409992,"movsxd rdx, dword ptr [rax+rdx*4]",MOVSXD,DATAXFER,0,0,1,0,0,R[10 8 42M ],W[8 ]
140399714409996,"add rdx, rax",ADD,BINARY,0,0,0,0,0,R[8 10 ],W[8 25 ]
140399714409999,"jmp rdx",JMP,UNCOND_BR,1,1,0,0,0,R[8 ],W[26 ]
140399714412579,"mov rdx, r9",MOV,DATAXFER,0,0,0,0,0,R[12 ],W[8 ]
140399714412582,"sub rdx, qword ptr [rbx+0x10]",SUB,BINARY,0,0,1,0,0,R[8 7 23M ],W[8 25 ]
140399714412586,"add rbx, 0x38",ADD,BINARY,0,0,0,0,0,R[7 ],W[7 25 ]
140399714412590,"mov qword ptr [r15], rdx",MOV,DATAXFER,0,0,0,1,0,R[18 8 ],W[18M ]
140399714412593,"cmp rbx, qword ptr [rbp-0x1d8]",CMP,BINARY,0,0,1,0,0,R[7 5 -467M ],W[25 ]
140399714412600,"jb 0x7fb15b1a9df4",JB,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
140399714412606,"jmp 0x7fb15b1a9e42",JMP,UNCOND_BR,1,1,0,0,0,R[26 ],W[26 ]
140399714409972,"mov edx, dword ptr [rbx]",MOV,DATAXFER,0,0,1,0,0,R[7 7M ],W[8 ]
140399714409974,"cmp edx, 0x7",CMP,BINARY,0,0,0,0,0,R[8 ],W[25 ]
140399714409977,"jnbe 0x7fb15b1aa848",JNBE,COND_BR,1,1,0,0,0,R[26 25 ],W[26 ]
