Address,Opcode,Category,isBranch,isControlFlow,isMemoryRead,isMemoryWrite,isCall,Read_Regsiters,Write_Registers
139893116206650,MOV,DATAXFER,0,0,0,0,0,R[6],W[16]
139893116206653,XOR,LOGICAL,0,0,0,0,0,R[17 17],W[17 25]
139893116206656,JMP,UNCOND_BR,1,1,0,0,0,R[26],W[26]
139893116206673,CMP,BINARY,0,0,1,0,0,R[10 10],W[25]
139893116206677,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206679,CMP,BINARY,0,0,0,0,0,R[9 17],W[25]
139893116206682,JBE,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206688,MOV,DATAXFER,0,0,0,0,0,R[17],W[8]
139893116206691,MOV,DATAXFER,0,0,0,1,0,R[16 8 10],W[]
139893116206696,MOV,DATAXFER,0,0,0,1,0,R[10 17],W[]
139893116206703,ADD,BINARY,0,0,0,0,0,R[17],W[17 25]
139893116206707,ADD,BINARY,0,0,1,1,0,R[10],W[25]
139893116206714,MOV,DATAXFER,0,0,1,0,0,R[10],W[10]
139893116206718,TEST,LOGICAL,0,0,0,0,0,R[10 10],W[25]
139893116206721,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206723,CMP,BINARY,0,0,0,0,0,R[17 9],W[25]
139893116206726,SETZ,SETCC,0,0,0,0,0,R[25],W[8]
139893116206729,TEST,LOGICAL,0,0,0,0,0,R[15 15],W[25]
139893116206732,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206734,TEST,LOGICAL,0,0,0,0,0,R[8 8],W[25]
139893116206736,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206742,TEST,LOGICAL,0,0,0,0,0,R[15 15],W[25]
139893116206745,SETZ,SETCC,0,0,0,0,0,R[25],W[10]
139893116206748,TEST,LOGICAL,0,0,0,0,0,R[8 8],W[25]
139893116206750,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116207136,MOVZX,DATAXFER,0,0,0,0,0,R[10],W[10]
139893116207139,MOV,DATAXFER,0,0,0,0,0,R[17],W[4]
139893116207142,LEA,MISC,0,0,0,0,0,R[16],W[3]
139893116207146,SUB,BINARY,0,0,0,0,0,R[4 10],W[4 25]
139893116207148,TEST,LOGICAL,0,0,0,0,0,R[15 15],W[25]
139893116207151,CMOVNZ,CMOV,0,0,0,0,0,R[16 25],W[3]
139893116207155,JMP,UNCOND_BR,1,1,0,0,0,R[26],W[26]
139893116206782,XOR,LOGICAL,0,0,0,0,0,R[8 8],W[8 25]
139893116206784,MOV,DATAXFER,0,0,0,0,0,R[],W[9]
139893116206789,CALL_NEAR,CALL,0,1,0,1,1,R[26 6],W[26 6]
139893116236416,NOP,WIDENOP,0,0,0,0,0,R[8 3],W[]
139893116236420,PUSH,PUSH,0,0,0,1,0,R[5 6],W[6]
139893116236421,MOV,DATAXFER,0,0,0,0,0,R[6],W[5]
139893116236424,PUSH,PUSH,0,0,0,1,0,R[18 6],W[6]
139893116236426,PUSH,PUSH,0,0,0,1,0,R[17 6],W[6]
139893116236428,PUSH,PUSH,0,0,0,1,0,R[16 6],W[6]
139893116236430,PUSH,PUSH,0,0,0,1,0,R[15 6],W[6]
139893116236432,PUSH,PUSH,0,0,0,1,0,R[7 6],W[6]
139893116236433,SUB,BINARY,0,0,0,0,0,R[6],W[6 25]
139893116236437,MOV,DATAXFER,0,0,0,1,0,R[5 3],W[]
139893116236441,MOV,DATAXFER,0,0,0,1,0,R[5 4],W[]
139893116236444,MOV,DATAXFER,0,0,0,1,0,R[5 8],W[]
139893116236451,MOV,DATAXFER,0,0,0,1,0,R[5 9],W[]
139893116236454,CMP,BINARY,0,0,0,0,0,R[4],W[25]
139893116236457,JBE,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236463,MOV,DATAXFER,0,0,0,0,0,R[4],W[8]
139893116236465,MOV,DATAXFER,0,0,0,0,0,R[6],W[3]
139893116236468,MOV,DATAXFER,0,0,0,0,0,R[6],W[9]
139893116236471,ADD,BINARY,0,0,0,0,0,R[8 8],W[8 25]
139893116236474,LEA,MISC,0,0,0,0,0,R[8],W[10]
139893116236478,SHR,SHIFT,0,0,0,0,0,R[10],W[10 25]
139893116236482,SHL,SHIFT,0,0,0,0,0,R[10],W[10 25]
139893116236486,MOV,DATAXFER,0,0,0,0,0,R[10],W[4]
139893116236489,AND,LOGICAL,0,0,0,0,0,R[4],W[4 25]
139893116236496,SUB,BINARY,0,0,0,0,0,R[3 4],W[3 25]
139893116236499,MOV,DATAXFER,0,0,0,0,0,R[3],W[4]
139893116236502,CMP,BINARY,0,0,0,0,0,R[6 4],W[25]
139893116236505,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236507,SUB,BINARY,0,0,0,0,0,R[6],W[6 25]
139893116236514,OR,LOGICAL,0,0,1,1,0,R[6],W[25]
139893116236523,CMP,BINARY,0,0,0,0,0,R[6 4],W[25]
139893116236526,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236528,AND,LOGICAL,0,0,0,0,0,R[10],W[10 25]
139893116236533,SUB,BINARY,0,0,0,0,0,R[6 10],W[6 25]
139893116236536,TEST,LOGICAL,0,0,0,0,0,R[10 10],W[25]
139893116236539,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236541,OR,LOGICAL,0,0,1,1,0,R[6 10],W[25]
139893116236547,MOV,DATAXFER,0,0,0,0,0,R[6],W[3]
139893116236550,XOR,LOGICAL,0,0,0,0,0,R[4 4],W[4 25]
139893116236552,MOV,DATAXFER,0,0,0,1,0,R[5 9],W[]
139893116236559,XOR,LOGICAL,0,0,0,0,0,R[18 18],W[18 25]
139893116236562,MOV,DATAXFER,0,0,0,1,0,R[5 3],W[]
139893116236566,MOV,DATAXFER,0,0,0,0,0,R[],W[17]
139893116236572,CALL_NEAR,CALL,0,1,0,1,1,R[26 6],W[26 6]
139893116278128,NOP,WIDENOP,0,0,0,0,0,R[8 3],W[]
139893116278132,MOVD,DATAXFER,0,0,0,0,0,R[4],W[123]
139893116278136,MOV,DATAXFER,0,0,0,0,0,R[3],W[10]
139893116278139,PUNPCKLBW,SSE,0,0,0,0,0,R[123 123],W[123]
139893116278143,PUNPCKLWD,SSE,0,0,0,0,0,R[123 123],W[123]
139893116278147,PSHUFD,SSE,0,0,0,0,0,R[123],W[123]
139893116278152,CMP,BINARY,0,0,0,0,0,R[8],W[25]
139893116278156,JB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116278162,CMP,BINARY,0,0,0,0,0,R[8],W[25]
139893116278166,JNBE,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116278168,MOVDQU,DATAXFER,0,0,0,1,0,R[3 8 123],W[]
139893116278174,MOVDQU,DATAXFER,0,0,0,1,0,R[3 123],W[]
139893116278178,RET_NEAR,RET,0,1,1,0,0,R[6],W[26 6]
139893116278300,MOVQ,DATAXFER,0,0,0,0,0,R[123],W[9]
139893116278305,CMP,BINARY,0,0,0,0,0,R[8],W[25]
139893116278308,JNB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116278310,CMP,BINARY,0,0,0,0,0,R[8],W[25]
139893116278313,JNB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116278315,CMP,BINARY,0,0,0,0,0,R[8],W[25]
139893116278318,JNBE,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116278325,MOV,DATAXFER,0,0,0,1,0,R[3 8 9],W[]
139893116278330,MOV,DATAXFER,0,0,0,1,0,R[3 9],W[]
139893116278333,RET_NEAR,RET,0,1,1,0,0,R[6],W[26 6]
139893116236577,MOV,DATAXFER,0,0,1,0,0,R[5],W[10]
139893116236580,MOV,DATAXFER,0,0,1,0,0,R[5],W[9]
139893116236584,MOV,DATAXFER,0,0,0,0,0,R[18],W[13]
139893116236587,MOV,DATAXFER,0,0,0,0,0,R[17],W[18]
139893116236590,SUB,BINARY,0,0,0,0,0,R[10],W[10 25]
139893116236593,MOV,DATAXFER,0,0,0,1,0,R[5 10],W[]
139893116236596,MOV,DATAXFER,0,0,0,1,0,R[5 10],W[]
139893116236600,LEA,MISC,0,0,0,0,0,R[9 10],W[10]
139893116236604,XOR,LOGICAL,0,0,0,0,0,R[9 9],W[9 25]
139893116236606,MOV,DATAXFER,0,0,0,1,0,R[5 10],W[]
139893116236613,MOV,DATAXFER,0,0,0,0,0,R[9],W[17]
139893116236616,NOP,WIDENOP,0,0,0,0,0,R[10 10 10],W[]
139893116236624,MOV,DATAXFER,0,0,1,0,0,R[5],W[10]
139893116236628,LEA,MISC,0,0,0,0,0,R[10 13],W[12]
139893116236632,MOVZX,DATAXFER,0,0,1,0,0,R[12],W[10]
139893116236636,ADD,BINARY,0,0,0,0,0,R[10],W[10 25]
139893116236639,CMP,BINARY,0,0,1,0,0,R[5],W[25]
139893116236643,MOV,DATAXFER,0,0,0,1,0,R[5 10],W[]
139893116236647,MOV,DATAXFER,0,0,0,1,0,R[12 10],W[]
139893116236651,MOV,DATAXFER,0,0,1,0,0,R[5],W[10]
139893116236655,LEA,MISC,0,0,0,0,0,R[10 13],W[3]
139893116236659,MOV,DATAXFER,0,0,1,0,0,R[3],W[7]
139893116236662,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236668,CMP,BINARY,0,0,1,0,0,R[17 5],W[25]
139893116236672,JNB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236674,MOV,DATAXFER,0,0,1,0,0,R[5],W[15]
139893116236678,MOV,DATAXFER,0,0,1,0,0,R[5],W[16]
139893116236685,MOVZX,DATAXFER,0,0,1,0,0,R[5],W[11]
139893116236690,MOV,DATAXFER,0,0,1,0,0,R[16],W[4]
139893116236694,MOV,DATAXFER,0,0,0,0,0,R[15],W[9]
139893116236697,MOV,DATAXFER,0,0,1,0,0,R[4],W[10]
139893116236704,TEST,LOGICAL,0,0,0,0,0,R[10 10],W[25]
139893116236707,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116237168,CMP,BINARY,0,0,1,0,0,R[7 7],W[25]
139893116237172,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116237178,CMP,BINARY,0,0,1,0,0,R[7],W[25]
139893116237185,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116237191,JMP,UNCOND_BR,1,1,0,0,0,R[26],W[26]
139893116236668,CMP,BINARY,0,0,1,0,0,R[17 5],W[25]
139893116236672,JNB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236674,MOV,DATAXFER,0,0,1,0,0,R[5],W[15]
139893116236678,MOV,DATAXFER,0,0,1,0,0,R[5],W[16]
139893116236685,MOVZX,DATAXFER,0,0,1,0,0,R[5],W[11]
139893116236690,MOV,DATAXFER,0,0,1,0,0,R[16],W[4]
139893116236694,MOV,DATAXFER,0,0,0,0,0,R[15],W[9]
139893116236697,MOV,DATAXFER,0,0,1,0,0,R[4],W[10]
139893116236704,TEST,LOGICAL,0,0,0,0,0,R[10 10],W[25]
139893116236707,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236709,TEST,LOGICAL,0,0,0,0,0,R[11 11],W[25]
139893116236712,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116237056,MOV,DATAXFER,0,0,1,0,0,R[4],W[10]
139893116237063,TEST,LOGICAL,0,0,0,0,0,R[10 10],W[25]
139893116237066,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116237072,LEA,MISC,0,0,0,0,0,R[10],W[8]
139893116237076,MOV,DATAXFER,0,0,1,0,0,R[10],W[10]
139893116237078,SUB,BINARY,0,0,0,0,0,R[10],W[10 25]
139893116237081,NOP,WIDENOP,0,0,0,0,0,R[10 10],W[]
139893116237088,CMP,BINARY,0,0,0,0,0,R[10],W[25]
139893116237091,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116237097,MOV,DATAXFER,0,0,0,0,0,R[10],W[14]
139893116237100,SUB,BINARY,0,0,0,0,0,R[10],W[10 25]
139893116237103,CMP,BINARY,0,0,1,0,0,R[8 14 7],W[25]
139893116237107,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236718,SUB,BINARY,0,0,0,0,0,R[15],W[15 25]
139893116236722,SUB,BINARY,0,0,0,0,0,R[16],W[16 25]
139893116236726,CMP,BINARY,0,0,0,0,0,R[17 15],W[25]
139893116236729,JB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236731,CMP,BINARY,0,0,1,0,0,R[5 18],W[25]
139893116236735,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236737,MOV,DATAXFER,0,0,1,0,0,R[5],W[9]
139893116236741,MOV,DATAXFER,0,0,0,0,0,R[18],W[10]
139893116236744,LEA,MISC,0,0,0,0,0,R[9 10],W[3]
139893116236748,JMP,UNCOND_BR,1,1,0,0,0,R[26],W[26]
139893116236690,MOV,DATAXFER,0,0,1,0,0,R[16],W[4]
139893116236694,MOV,DATAXFER,0,0,0,0,0,R[15],W[9]
139893116236697,MOV,DATAXFER,0,0,1,0,0,R[4],W[10]
139893116236704,TEST,LOGICAL,0,0,0,0,0,R[10 10],W[25]
139893116236707,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236709,TEST,LOGICAL,0,0,0,0,0,R[11 11],W[25]
139893116236712,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236718,SUB,BINARY,0,0,0,0,0,R[15],W[15 25]
139893116236722,SUB,BINARY,0,0,0,0,0,R[16],W[16 25]
139893116236726,CMP,BINARY,0,0,0,0,0,R[17 15],W[25]
139893116236729,JB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236784,MOV,DATAXFER,0,0,1,0,0,R[10],W[8]
139893116236787,TEST,LOGICAL,0,0,0,0,0,R[8 8],W[25]
139893116236790,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236792,ADD,BINARY,0,0,0,0,0,R[10],W[10 25]
139893116236796,CMP,BINARY,0,0,0,0,0,R[8 7],W[25]
139893116236799,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236801,MOV,DATAXFER,0,0,0,0,0,R[9],W[14]
139893116236804,MOV,DATAXFER,0,0,1,0,0,R[5],W[10]
139893116236808,MOV,DATAXFER,0,0,0,0,0,R[18],W[11]
139893116236811,MOV,DATAXFER,0,0,0,1,0,R[5 13],W[]
139893116236815,SUB,BINARY,0,0,0,0,0,R[14 17],W[14 25]
139893116236818,MOV,DATAXFER,0,0,0,1,0,R[5 12],W[]
139893116236822,LEA,MISC,0,0,0,0,0,R[14],W[8]
139893116236830,LEA,MISC,0,0,0,0,0,R[10 11],W[4]
139893116236834,MOV,DATAXFER,0,0,0,1,0,R[5 9],W[]
139893116236837,MOV,DATAXFER,0,0,0,1,0,R[5 14],W[]
139893116236841,MOV,DATAXFER,0,0,0,1,0,R[5 11],W[]
139893116236845,CALL_NEAR,CALL,0,1,0,1,1,R[26 6],W[26 6]
139893116236709,TEST,LOGICAL,0,0,0,0,0,R[11 11],W[25]
139893116236712,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236718,SUB,BINARY,0,0,0,0,0,R[15],W[15 25]
139893116236722,SUB,BINARY,0,0,0,0,0,R[16],W[16 25]
139893116236726,CMP,BINARY,0,0,0,0,0,R[17 15],W[25]
139893116236729,JB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236731,CMP,BINARY,0,0,1,0,0,R[5 18],W[25]
139893116236735,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236972,MOV,DATAXFER,0,0,1,0,0,R[5],W[8]
139893116236975,XOR,LOGICAL,0,0,0,0,0,R[4 4],W[4 25]
139893116236977,MOV,DATAXFER,0,0,0,0,0,R[18],W[17]
139893116236980,SUB,BINARY,0,0,0,0,0,R[8 18],W[8 25]
139893116236983,ADD,BINARY,0,0,0,0,0,R[8 8],W[8 25]
139893116236986,CALL_NEAR,CALL,0,1,0,1,1,R[26 6],W[26 6]
139893116236991,MOV,DATAXFER,0,0,0,0,0,R[18],W[13]
139893116236994,ADD,BINARY,0,0,0,0,0,R[18],W[18 25]
139893116236998,JMP,UNCOND_BR,1,1,0,0,0,R[26],W[26]
139893116236624,MOV,DATAXFER,0,0,1,0,0,R[5],W[10]
139893116236628,LEA,MISC,0,0,0,0,0,R[10 13],W[12]
139893116236632,MOVZX,DATAXFER,0,0,1,0,0,R[12],W[10]
139893116236636,ADD,BINARY,0,0,0,0,0,R[10],W[10 25]
139893116236639,CMP,BINARY,0,0,1,0,0,R[5],W[25]
139893116236643,MOV,DATAXFER,0,0,0,1,0,R[5 10],W[]
139893116236647,MOV,DATAXFER,0,0,0,1,0,R[12 10],W[]
139893116236651,MOV,DATAXFER,0,0,1,0,0,R[5],W[10]
139893116236655,LEA,MISC,0,0,0,0,0,R[10 13],W[3]
139893116236659,MOV,DATAXFER,0,0,1,0,0,R[3],W[7]
139893116236662,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236668,CMP,BINARY,0,0,1,0,0,R[17 5],W[25]
139893116236672,JNB,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236674,MOV,DATAXFER,0,0,1,0,0,R[5],W[15]
139893116236678,MOV,DATAXFER,0,0,1,0,0,R[5],W[16]
139893116236685,MOVZX,DATAXFER,0,0,1,0,0,R[5],W[11]
139893116236690,MOV,DATAXFER,0,0,1,0,0,R[16],W[4]
139893116236694,MOV,DATAXFER,0,0,0,0,0,R[15],W[9]
139893116236697,MOV,DATAXFER,0,0,1,0,0,R[4],W[10]
139893116236704,TEST,LOGICAL,0,0,0,0,0,R[10 10],W[25]
139893116236707,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116278334,MOV,DATAXFER,0,0,0,1,0,R[3 8 9],W[]
139893116278338,MOV,DATAXFER,0,0,0,1,0,R[3 9],W[]
139893116278340,RET_NEAR,RET,0,1,1,0,0,R[6],W[26 6]
139893116236991,MOV,DATAXFER,0,0,0,0,0,R[18],W[13]
139893116236994,ADD,BINARY,0,0,0,0,0,R[18],W[18 25]
139893116236998,JMP,UNCOND_BR,1,1,0,0,0,R[26],W[26]
139893116278341,MOV,DATAXFER,0,0,0,1,0,R[3 8 9],W[]
139893116278346,MOV,DATAXFER,0,0,0,1,0,R[3 9],W[]
139893116278349,RET_NEAR,RET,0,1,1,0,0,R[6],W[26 6]
139893116236731,CMP,BINARY,0,0,1,0,0,R[5 18],W[25]
139893116236735,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116236737,MOV,DATAXFER,0,0,1,0,0,R[5],W[9]
139893116236741,MOV,DATAXFER,0,0,0,0,0,R[18],W[10]
139893116236744,LEA,MISC,0,0,0,0,0,R[9 10],W[3]
139893116236748,JMP,UNCOND_BR,1,1,0,0,0,R[26],W[26]
139893116236753,MOV,DATAXFER,0,0,1,0,0,R[5],W[6]
139893116236760,LEA,MISC,0,0,0,0,0,R[5],W[6]
139893116236764,POP,POP,0,0,1,0,0,R[6],W[7 6]
139893116236765,POP,POP,0,0,1,0,0,R[6],W[15 6]
139893116236767,POP,POP,0,0,1,0,0,R[6],W[16 6]
139893116236769,POP,POP,0,0,1,0,0,R[6],W[17 6]
139893116236771,POP,POP,0,0,1,0,0,R[6],W[18 6]
139893116236773,POP,POP,0,0,1,0,0,R[6],W[5 6]
139893116236774,RET_NEAR,RET,0,1,1,0,0,R[6],W[26 6]
139893116206794,LEA,MISC,0,0,0,0,0,R[26],W[3]
139893116206801,CALL_NEAR,CALL,0,1,1,1,1,R[26 26 6],W[26 6]
139893116206807,TEST,LOGICAL,0,0,0,0,0,R[17 17],W[25]
139893116206810,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206816,LEA,MISC,0,0,0,0,0,R[17],W[10]
139893116206820,LEA,MISC,0,0,0,0,0,R[16 10],W[10]
139893116206825,MOV,DATAXFER,0,0,0,1,0,R[5 10],W[]
139893116206829,NOP,WIDENOP,0,0,0,0,0,R[10 10],W[]
139893116206832,MOV,DATAXFER,0,0,1,0,0,R[16],W[18]
139893116206836,MOVZX,DATAXFER,0,0,1,0,0,R[18],W[10]
139893116206844,TEST,LOGICAL,0,0,0,0,0,R[10],W[25]
139893116206846,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206852,AND,LOGICAL,0,0,0,0,0,R[10],W[10 25]
139893116206855,MOV,DATAXFER,0,0,0,1,0,R[18 10],W[]
139893116206862,MOV,DATAXFER,0,0,1,0,0,R[18],W[10]
139893116206869,TEST,LOGICAL,0,0,0,0,0,R[10 10],W[25]
139893116206872,JZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206878,TEST,LOGICAL,0,0,1,0,0,R[26],W[25]
139893116206885,JNZ,COND_BR,1,1,0,0,0,R[26 25],W[26]
139893116206891,MOV,DATAXFER,0,0,1,0,0,R[10],W[17]
139893116206895,MOV,DATAXFER,0,0,1,0,0,R[18],W[10]
139893116206902,MOV,DATAXFER,0,0,1,0,0,R[18],W[4]
139893116206905,MOV,DATAXFER,0,0,1,0,0,R[10],W[8]
139893116206909,ADD,BINARY,0,0,0,0,0,R[4 17],W[4 25]
139893116206912,SHR,SHIFT,0,0,0,0,0,R[8],W[8 25]
139893116206916,MOV,DATAXFER,0,0,0,1,0,R[5 4],W[]
